Employee_ID,Age,Gender,Department,Job_Role,Years_at_Company,Monthly_Salary,Working_Hours_Per_Week,Overtime_Hours,Remote_Work,Sleep_Hours,Work_Life_Balance,Stress_Score,Mental_Health_Score,Manager_Support,Job_Satisfaction,Training_Hours,Absent_Days,Performance_Rating,Wellbeing_Program,Productivity_Score,Burnout_Level,Burnout_Risk,Attrition_Risk,Joining_Date
EMP4540,40.0,Female,It,Qa Engineer,2.4,28200.13,50.0,17.0,No,5.5,8.0,2.0,9.0,6,7.0,7.0,5.0,5.0,No,7.0,Low,Low,Low,14-Mar-2022
EMP4928,34.0,Female,Operations,Operations Executive,16.0,40125.87,45.0,0.0,Yes,7.2,9.0,1.0,10.0,5,6.0,39.0,3.0,5.0,N,7.0,Low,Low,Low,15/12/2024
EMP2406,44.0,M,R&D,R&D Engineer,1.7,29109.7,44.0,3.0,No,7.4,9.0,1.0,10.0,7,6.0,16.0,4.0,5.0,N,7.0,Low,Low,Low,30/06/2018
EMP1938,21.0,Male,Finance,Auditor,0.2,23031.88,45.0,-19.0,No,7.3,9.0,1.0,10.0,2,6.0,10.0,7.0,5.0,Yes,7.0,Low,Low,Low,2024/05/10
EMP6809,30.0,Male,Marketing,Marketing Manager,1.0,32425.18,48.0,5.0,No,7.2,9.0,-3.0,8.0,4,5.0,0.0,5.0,5.0,N,7.0,Low,Low,Low,05-25-2021
EMP3952,44.0,Female,Hr,Recruiter,2.1,28919.31,50.0,15.0,Y,7.5,9.0,1.0,9.0,8,7.0,17.0,3.0,4.0,N,7.0,Low,Low,Low,29-Jan-2020
EMP4457,28.0,Male,It,Devops Engineer,7.6,35003.2,34.0,5.0,No,0.5,10.0,1.0,10.0,8,6.0,15.0,4.0,5.0,No,8.0,Low,Low,Low,2023/09/18
EMP6531,41.0,Male,Legal,Support Team Lead,7.3,40141.85,53.0,9.0,N,5.5,10.0,1.0,9.0,6,7.0,1.0,2.0,4.0,Yes,6.0,Low,Low,Low,20-Jan-2017
EMP1022,23.0,Female,Legal,Legal Advisor,1.4,17765.54,45.0,3.0,N,7.2,10.0,2.0,9.0,8,8.0,32.0,3.0,5.0,No,8.0,,Low,Low,-
EMP1588,20.0,Male,Finance,Support Team Lead,1.5,23942.42,41.0,10.0,N,6.9,9.0,1.0,9.0,8,7.0,2.0,4.0,5.0,N,7.0,Low,Low,Low,-
EMP5984,34.0,Male,It,Qa Engineer,0.3,23278.64,47.0,12.0,No,6.3,9.0,3.0,8.0,6,4.0,1.0,4.0,5.0,No,7.0,Low,Low,Low,-
EMP4471,26.0,Female,Finance,Auditor,0.5,23077.76,45.0,1.0,Y,6.6,9.0,2.0,9.0,2,4.0,9.0,3.0,5.0,N,8.0,Low,Low,Medium,"December 26, 2019"
EMP2921,20.0,Male,Marketing,Marketing Manager,2.0,41752.04,38.0,0.0,N,8.3,9.0,1.0,9.0,6,7.0,46.0,4.0,5.0,N,7.0,Low,Low,Low,2020/09/03
EMP1207,31.0,Male,Customer Support,Support Team Lead,2.5,44974.87,41.0,0.0,No,8.7,10.0,1.0,9.0,6,5.0,18.0,3.0,5.0,N,7.0,Low,Low,Low,11-01-2019
EMP5260,36.0,Male,Sales,Sales Executive,1.9,29681.86,52.0,15.0,No,7.2,8.0,1.0,9.0,7,6.0,0.0,3.0,5.0,No,8.0,Low,Low,Low,22/05/2019
EMP2834,43.0,Male,Admin,Officem Anager,6.9,39440.03,45.0,5.0,No,8.7,10.0,1.0,10.0,5,6.0,38.0,4.0,5.0,No,8.0,Low,Low,,13-Jan-2019
EMP2458,33.0,Female,Finance,Financial Analyst,2.0,20358.44,45.0,21.0,No,5.9,8.0,3.0,7.0,8,4.0,3.0,3.0,5.0,No,6.0,Low,Low,Low,"December 07, 2025"
EMP3058,33.0,Male,Admin,Front Desk Executive,8.5,33909.48,51.0,17.0,N,6.4,7.0,1.0,9.0,6,6.0,0.0,4.0,5.0,Yes,7.0,Low,Low,Low,"September 08, 2022"
EMP5067,33.0,Male,Hr,Hr Manager,4.4,42152.75,59.0,15.0,Yes,5.6,8.0,1.0,7.0,6,6.0,22.0,3.0,5.0,N,7.0,Low,Low,Low,2021-05-14
EMP1247,28.0,Female,Operations,Operations Executive,2.1,31968.51,51.0,12.0,N,6.8,7.0,1.0,8.0,4,6.0,10.0,3.0,5.0,Y,8.0,Low,Low,Low,"May 22, 2023"
EMP3656,33.0,Female,Finance,Finance Manager,1.7,48790.69,55.0,11.0,N,8.6,9.0,1.0,10.0,,7.0,12.0,3.0,5.0,Yes,7.0,Low,Low,Low,21/08/2024
EMP2243,21.0,Female,Marketing,Seo Specialist,3.0,29997.11,45.0,0.0,Yes,7.2,10.0,1.0,9.0,6,6.0,10.0,2.0,5.0,No,8.0,Low,Low,Low,-
EMP5042,33.0,Other,Marketting,Support Team Lead,1.7,37416.08,31.0,0.0,No,7.7,10.0,1.0,10.0,6,7.0,1.0,4.0,5.0,Yes,7.0,Low,Low,Low,-
EMP5166,33.0,Male,Fiannce,Accountant,0.2,29915.07,48.0,5.0,Yes,7.4,9.0,1.0,10.0,5,5.0,40.0,1.0,5.0,Yes,8.0,Low,Low,Low,2017-02-05
EMP5946,35.0,Female,,Hr Manager,5.0,47546.61,41.0,0.0,No,8.1,9.0,1.0,10.0,7,4.0,6.0,1.0,5.0,N,6.0,Low,Low,Low,04-03-2023
EMP1437,37.0,Female,Operations,Operations Executive,0.2,26155.24,45.0,1.0,No,7.7,10.0,1.0,9.0,6,6.0,5.0,5.0,5.0,Yes,8.0,Low,Low,Very High,08-12-2023
EMP6774,39.0,Male,It,Software Engineer,2.1,19659.22,45.0,5.0,No,5.5,10.0,2.0,7.0,1,5.0,10.0,2.0,5.0,Y,8.0,Low,Low,Medium,15/05/2017
EMP6013,20.0,Male,Customer Support,Support Team Lead,2.0,33210.15,32.0,6.0,No,6.5,9.0,1.0,10.0,5,7.0,19.0,3.0,5.0,N,8.0,Low,Low,Low,26/01/2021
EMP3748,39.0,Female,Legal,Legal Counsel,2.8,26809.59,45.0,17.0,Yes,5.9,7.0,2.0,10.0,4,7.0,10.0,3.0,4.0,No,7.0,Low,Low,Low,"October 17, 2025"
EMP4990,41.0,Female,It,System Admin,1.1,32425.18,45.0,5.0,Yes,5.8,10.0,1.0,10.0,5,5.0,23.0,5.0,5.0,Yes,7.0,Low,Low,Low,06/01/2020
EMP4427,30.0,Female,Legal,Legal Advisor,1.3,25138.47,55.0,15.0,No,6.6,9.0,1.0,10.0,8,6.0,0.0,3.0,5.0,Yes,7.0,Low,Low,Low,"October 04, 2020"
EMP2972,32.0,Male,Operations,Logistics Coordinator,3.8,32425.18,53.0,11.0,No,6.7,8.0,1.0,10.0,8,9.0,15.0,5.0,5.0,Yes,7.0,Low,Low,Low,2025-03-16
EMP4266,41.0,Male,Admin,-,0.8,48313.88,54.0,13.0,Y,8.0,6.0,1.0,10.0,8,9.0,12.0,1.0,5.0,N,6.0,Low,Low,Low,"March 24, 2021"
EMP3403,21.0,Female,Operations,Logistics Coordinator,0.1,29255.88,46.0,9.0,No,7.1,10.0,1.0,9.0,7,5.0,40.0,5.0,5.0,Yes,9.0,Low,Low,Low,18-May-2025
EMP2201,31.0,Female,Sales,Business Development Executive,0.9,25933.66,45.0,5.0,Yes,6.3,10.0,1.0,9.0,8,7.0,0.0,6.0,5.0,Y,7.0,Low,Low,Low,-
EMP2681,35.0,Female,Marketing,Marketign Executive,5.5,32715.22,53.0,22.0,No,5.7,7.0,4.0,8.0,6,3.0,22.0,2.0,5.0,N,7.0,Medium,-,Medium,"February 08, 2015"
EMP6469,21.0,Male,Operations,Operations Manager,0.9,46598.2,43.0,5.0,No,8.2,8.0,1.0,7.0,2,7.0,43.0,7.0,4.0,No,7.0,Low,Low,Low,"September 20, 2019"
EMP5438,40.0,Female,Finance,Finance Manager,1.4,39951.13,45.0,0.0,No,7.3,9.0,1.0,7.0,7,7.0,8.0,4.0,5.0,No,7.0,Low,Low,Low,2024-02-18
EMP4609,26.0,Male,Admin,Support Team Lead,1.1,32041.26,54.0,16.0,Yes,7.3,9.0,1.0,9.0,4,6.0,10.0,4.0,5.0,No,6.0,Low,Low,Low,2020/02/16
EMP4648,22.0,-,R&D,Data Scientist,0.2,34937.6,30.0,0.0,No,8.3,10.0,2.0,9.0,6,6.0,9.0,1.0,5.0,No,7.0,Low,Low,Low,09-09-2025
EMP5734,33.0,M,-,Hr Manager,10.4,55369.52,45.0,10.0,No,7.6,9.0,1.0,8.0,7,6.0,10.0,3.0,4.0,No,7.0,Low,Low,Low,"September 28, 2015"
EMP2036,29.0,Female,Information Technology,Software Engineer,7.7,36161.28,45.0,0.0,Y,7.2,9.0,1.0,9.0,2,7.0,38.0,3.0,5.0,Y,7.0,Low,Low,Low,2018/04/27
EMP2432,34.0,Male,Ops,Operations Manager,0.5,36651.42,53.0,10.0,No,7.0,7.0,1.0,9.0,6,6.0,8.0,3.0,5.0,No,7.0,Low,Low,-, 
EMP4590,34.0,Male,Hr,Hr Executive,2.3,34410.32,45.0,21.0,Yes,7.1,8.0,1.0,9.0,6,8.0,16.0,1.0,5.0,No,7.0,Low,Low,Low,"May 01, 2023"
EMP2868,46.0,Male,Legal,Legal Advisro,0.2,26947.45,47.0,8.0,N,7.1,9.0,3.0,7.0,7,6.0,11.0,3.0,5.0,No,8.0,Low,Low,Low,"May 13, 2016"
EMP5940,20.0,Female,Finance,Support Team Lead,2.5,35671.99,51.0,5.0,Yes,7.5,9.0,2.0,9.0,5,7.0,37.0,3.0,5.0,Yes,8.0,Low,Low,Low,2017/08/06
EMP2670,26.0,Female,Admin,Admin Executive,6.4,32279.95,45.0,3.0,No,8.0,9.0,1.0,10.0,6,5.0,34.0,4.0,5.0,No,7.0,Low,Low,Low,2022-12-01
EMP1202,23.0,Male,Marketing,Marketing Xeecutive,1.5,24090.98,45.0,0.0,Y,6.7,9.0,1.0,9.0,6,6.0,4.0,0.0,5.0,No,8.0,Low,Low,Low,06-Dec-2021
EMP6145,31.0,-,I.T.,System Admin,2.8,27318.55,39.0,0.0,Y,8.3,10.0,1.0,9.0,4,7.0,13.0,3.0,5.0,Y,8.0,Low,Low,Low,2016-12-08
EMP6507,33.0,Female,Admin,Office Manager,0.9,38687.09,39.0,0.0,N,7.1,10.0,1.0,10.0,9,8.0,2.0,3.0,5.0,Yes,7.0,Low,Low,Low,2026/04/03
EMP5292,35.0,-,Marketing,Seo Specialist,1.6,20922.16,38.0,4.0,No,6.8,9.0,1.0,10.0,7,7.0,5.0,1.0,5.0,Yes,8.0,Low,Low,Low,2019-12-07
EMP2875,33.0,Female,Hr,Hr Generalist,0.9,27447.36,34.0,0.0,N,7.2,9.0,1.0,9.0,7,6.0,10.0,3.0,5.0,Y,5.0,Low,Low,Low,2018-08-15
EMP5659,29.0,Female,Cust. Support,Support Team Lead,11.0,38837.98,30.0,0.0,Yes,5.9,10.0,1.0,10.0,1,6.0,16.0,3.0,5.0,Yes,5.0,Low,Low,Low,12-15-2021
EMP2190,20.0,Male,Customersupport,Support Team Lead,2.0,33142.04,45.0,4.0,No,6.6,9.0,2.0,8.0,6,8.0,10.0,2.0,5.0,No,6.0,Low,Low,Low,-
EMP5506,22.0,Male,Information Technology,It Support,2.5,32425.18,49.0,5.0,No,6.7,10.0,3.0,9.0,5,5.0,11.0,1.0,5.0,Y,6.0,Low,Low,Low,-
EMP5600,32.0,Male,It,It Support,4.6,28401.44,51.0,11.0,No,5.1,8.0,1.0,9.0,4,6.0,2.0,2.0,5.0,Yes,9.0,Low,Low,Low,"March 11, 2023"
EMP5760,23.0,Male,Hr,Hr Manager,5.0,32425.18,51.0,5.0,N,7.2,8.0,1.0,10.0,5,7.0,25.0,3.0,5.0,Yes,7.0,Low,Low,Low,-
EMP2721,34.0,Female,Hr,Recruiter,0.1,21418.13,43.0,0.0,No,6.5,9.0,1.0,10.0,9,7.0,10.0,3.0,5.0,Yes,6.0,Low,Low,Low,29-Aug-2024
EMP3441,32.0,Male,Sales,Business Development Executive,1.3,25215.47,55.0,24.0,Yes,7.3,5.0,1.0,10.0,9,6.0,16.0,1.0,4.0,Yes,7.0,Low,Low,Low,-
EMP6972,42.0,Male,Legal,Legal Counsel,0.6,25725.37,34.0,0.0,Yes,8.3,9.0,3.0,9.0,7,7.0,17.0,0.0,5.0,No,7.0,Low,Low,Low,2015-08-16
EMP3303,33.0,Female,Legal,Support Team Lead,5.5,31138.98,46.0,5.0,Yes,7.5,10.0,1.0,10.0,-,7.0,31.0,4.0,5.0,Y,8.0,Low,Low,Low,03-31-2015
EMP1424,31.0,Male,Marketing,Marketing Executive,2.1,24339.95,37.0,7.0,No,6.5,9.0,1.0,10.0,5,6.0,24.0,1.0,3.0,Yes,7.0,Low,Low,Low,2022/09/11
EMP5688,35.0,Male,Information Technology,Devops Engineer,0.2,26869.33,39.0,0.0,No,7.0,10.0,1.0,8.0,8,6.0,0.0,3.0,5.0,No,8.0,Low,Low,Low,03-22-2015
EMP5570,20.0,Female,Sales,Business Development Executive,2.0,32433.66,30.0,5.0,No,6.9,10.0,1.0,8.0,4,6.0,16.0,1.0,5.0,Yes,7.0,Low,Low,Low,30/03/2017
EMP6352,47.0,Male,Information Technology,It Support,9.7,41163.95,45.0,0.0,No,7.9,9.0,1.0,10.0,7,5.0,5.0,3.0,5.0,N,7.0,Low,Low,Low,2026/02/10
EMP4894,37.0,Other,Customer Support,Support Executive,0.9,28910.5,52.0,4.0,No,7.6,8.0,1.0,9.0,5,6.0,10.0,1.0,5.0,N,7.0,Low,Low,Low,2023/06/14
EMP5991,37.0,Male,Hr,Hr Manager,0.1,30766.27,55.0,20.0,No,6.0,7.0,2.0,9.0,4,5.0,40.0,3.0,5.0,No,8.0,Low,Low,Low,-
EMP2912,48.0,Male,Hr,R&D Engineer,5.1,36644.61,43.0,8.0,No,7.1,7.0,2.0,10.0,5,6.0,24.0,1.0,5.0,Yes,5.0,Low,Low,Low,23-Mar-2026
EMP2976,28.0,Male,Marketing,,0.0,26934.4,59.0,21.0,No,7.4,8.0,2.0,7.0,6,6.0,50.0,2.0,5.0,Yes,7.0,Low,Low,Low,2015/10/27
EMP4291,24.0,Female,Hr,Office Manager,6.0,53019.01,57.0,17.0,No,6.0,8.0,1.0,9.0,7,5.0,27.0,3.0,5.0,Yes,6.0,Low,Low,Low,2022/04/05
EMP4977,33.0,Female,Sales,Business Development Executive,4.9,33685.64,30.0,0.0,No,8.1,9.0,1.0,8.0,9,7.0,12.0,2.0,5.0,Y,8.0,Low,Low,Low,-
EMP3840,31.0,Female,Hr,Recruiter,0.2,32425.18,52.0,19.0,,7.1,9.0,1.0,8.0,4,6.0,1.0,4.0,5.0,No,7.0,Low,Low,Low,20/12/2022
EMP5539,33.0,Female,Sales,Sales Executive,10.0,36905.26,53.0,15.0,No,7.7,9.0,2.0,9.0,9,8.0,12.0,3.0,5.0,Yes,6.0,Low,Low,Low,2023-05-18
EMP5346,35.0,Female,Hr,Support Team Lead,2.2,23642.55,39.0,0.0,Y,8.9,10.0,1.0,10.0,5,5.0,10.0,2.0,5.0,Yes,7.0,Low,Low,Low,21-Jul-2023
EMP1458,50.0,Male,Hr,Hr Generalist,14.5,32425.18,42.0,6.0,No,6.9,10.0,1.0,9.0,6,7.0,21.0,1.0,5.0,N,9.0,Low,Low,Low,2024/08/05
EMP6922,20.0,Female,Marketing,Seo Specialist,2.0,29153.62,45.0,1.0,No,8.4,10.0,1.0,10.0,6,7.0,6.0,3.0,3.0,No,8.0,Low,Low,Low,2019/09/26
EMP5671,26.0,M,Sales,Sales Manager,2.7,45231.28,59.0,28.0,No,6.1,7.0,2.0,9.0,6,7.0,20.0,4.0,5.0,No,9.0,,Low,Low,13/10/2020
EMP4296,34.0,Female,Admin,Office Manager,2.5,47325.46,39.0,0.0,Y,7.2,10.0,1.0,10.0,6,7.0,10.0,1.0,5.0,No,8.0,Low,Low,Low,"September 19, 2020"
EMP4077,20.0,M,Customer Support,Customer Success Manager,0.3,32824.48,44.0,5.0,Yes,7.1,8.0,3.0,6.0,4,7.0,71.0,0.0,5.0,No,8.0,Low,Low,Low,"November 23, 2019"
EMP1018,34.0,Other,Sales,Sales Executive,11.0,38815.44,45.0,5.0,No,7.5,9.0,2.0,9.0,7,8.0,23.0,2.0,5.0,No,7.0,Low,Low,Low,2020-12-25
EMP6356,38.0,Male,Legal,Compliance Officer,3.7,32625.78,32.0,2.0,No,8.3,9.0,2.0,8.0,5,5.0,11.0,3.0,5.0,No,5.0,Low,Low,Low,12-01-2021
EMP6340,31.0,Male,Sales,Sales Manager,9.3,40761.96,36.0,0.0,No,8.4,10.0,2.0,10.0,2,4.0,62.0,5.0,5.0,Y,6.0,Low,Low,Low,09-30-2017
EMP6718,33.0,F,Finance,Support Team Lead,2.5,40971.53,55.0,14.0,Yes,7.3,9.0,1.0,9.0,10,8.0,0.0,3.0,5.0,No,9.0,Low,Low,Low,04-12-2016
EMP1151,21.0,Male,Hr,Hr Executive,1.8,31256.51,40.0,0.0,No,7.2,10.0,1.0,10.0,8,8.0,7.0,3.0,5.0,No,8.0,Low,Low,Low,-
EMP3055,48.0,Female,Finance,Accountant,1.0,27638.42,45.0,19.0,-,6.7,7.0,1.0,9.0,10,8.0,16.0,7.0,5.0,N,6.0,Low,Low,Low,02-22-2021
EMP3579,37.0,M,Marketing,Content Strategist,6.1,31480.55,36.0,0.0,,6.3,10.0,1.0,9.0,6,7.0,16.0,3.0,5.0,N,6.0,Low,Low,Low,22-Feb-2015
EMP6681,22.0,Male,Sales,Sales Manager,4.0,41038.42,40.0,12.0,No,7.2,10.0,1.0,9.0,5,6.0,1.0,2.0,5.0,No,8.0,Low,Low,-,2016/07/05
EMP5409,40.0,F,Hr,Recruiter,4.6,38975.03,60.0,18.0,Yes,6.2,8.0,2.0,8.0,9,7.0,2.0,3.0,5.0,No,7.0,Low,Low,Low,2018/12/26
EMP1549,32.0,Male,Legal,Compliance Officer,2.5,36956.79,53.0,15.0,Yes,6.3,7.0,1.0,9.0,4,5.0,10.0,3.0,5.0,No,6.0,Low,Low,Low,04-15-2023
EMP2162,22.0,-,Hr,Admin Executive,1.0,30697.27,43.0,0.0,N,5.6,10.0,1.0,8.0,10,6.0,6.0,1.0,5.0,N,8.0,Low,Low,,2019/04/01
EMP5624,33.0,Male,It,,2.3,25221.45,34.0,4.0,No,6.9,10.0,1.0,10.0,5,7.0,6.0,3.0,5.0,Yes,7.0,Low,Low,Low,2026/02/20
EMP4051,29.0,Male,Customersupport,Support Executive,1.6,31621.03,44.0,3.0,Yes,7.8,9.0,1.0,8.0,6,8.0,20.0,2.0,5.0,N,6.0,Low,Low,Low,2024/05/26
EMP1984,27.0,Female,Marketing,Content Strategist,1.6,25900.78,60.0,16.0,No,6.0,8.0,1.0,9.0,5,6.0,52.0,2.0,5.0,Y,7.0,Low,Low,Low,2023/08/14
EMP3979,44.0,Male,It,It Support,2.8,32425.18,32.0,3.0,No,6.7,10.0,1.0,8.0,8,6.0,10.0,1.0,5.0,No,6.0,Low,Low,Low,22/08/2017
EMP5250,27.0,Male,Legal,Legal Counsel,7.3,35081.99,48.0,19.0,Yes,6.4,9.0,1.0,9.0,8,7.0,18.0,5.0,5.0,Y,6.0,Low,Low,Low,2018-02-13
EMP2012,33.0,Female,-,Business Development Executive,3.0,28654.58,40.0,0.0,Yes,-11.94111620303363,9.0,1.0,10.0,6,7.0,30.0,3.0,5.0,No,7.0,Low,Low,Low,-
EMP6914,24.0,Female,Fiannce,Auditor,0.9,31775.82,57.0,18.0,N,6.7,9.0,1.0,9.0,,6.0,1.0,4.0,5.0,Y,8.0,Low,Low,Low,05-20-2016
EMP6061,20.0,Female,Legal,Support Team Lead,2.0,29670.19,40.0,5.0,N,7.4,10.0,1.0,8.0,7,5.0,32.0,2.0,5.0,No,7.0,Low,Low,Low,04-15-2017
EMP3235,35.0,Female,Cust. Support,,0.7,25356.98,67.0,5.0,N,7.5,6.0,3.0,9.0,2,5.0,0.0,2.0,5.0,Yes,7.0,Medium,Moderate,Medium,19-Aug-2019
EMP6536,29.0,Male,Admin,Support Team Lead,1.2,31752.04,35.0,0.0,No,7.8,10.0,1.0,6.0,1,6.0,81.0,2.0,5.0,No,7.0,Low,Low,Low,07-20-2015
EMP4703,39.0,Female,Marketting,Support Team Lead,0.6,32425.18,50.0,11.0,No,7.4,7.0,2.0,10.0,6,6.0,12.0,-7.0,5.0,,7.0,Low,Low,Low,-
EMP1533,27.0,Male,Sales,Business Development Executive,1.1,28430.03,42.0,9.0,No,7.8,10.0,3.0,7.0,4,7.0,6.0,3.0,5.0,No,8.0,Low,Low,Low,"September 23, 2015"
EMP1152,25.0,Female,Customer Support,Customer Success Manager,0.4,32138.01,49.0,16.0,Yes,7.2,8.0,1.0,9.0,6,6.0,9.0,3.0,5.0,Yes,7.0,Low,Low,Low,2023/07/11
EMP6606,28.0,Male,Marketting,Support Team Lead,0.5,22825.13,34.0,0.0,No,7.6,9.0,1.0,8.0,5,7.0,71.0,1.0,5.0,No,8.0,Low,Low,Low,"April 16, 2018"
EMP4706,46.0,Female,Hr,Customer Success Manager,1.9,39506.08,51.0,20.0,N,8.4,6.0,2.0,7.0,5,8.0,10.0,1.0,5.0,No,6.0,Low,Low,Low,08-19-2023
EMP6358,23.0,Male,Sales,Sales Executive,5.0,32425.18,47.0,4.0,N,7.5,10.0,1.0,8.0,9,6.0,11.0,6.0,5.0,Yes,7.0,Low,Low,Low,28/02/2026
EMP6347,25.0,Male,Customer Support,Support Team Lead,6.7,54934.95,34.0,5.0,No,7.4,9.0,2.0,9.0,2,5.0,2.0,0.0,5.0,Y,7.0,Low,Low,Low,2022/10/24
EMP2871,33.0,Female,Sales,Account Manager,0.7,40088.5,61.0,19.0,No,6.4,8.0,1.0,10.0,7,6.0,48.0,1.0,5.0,Yes,7.0,Low,Low,Low,09-26-2018
EMP6932,20.0,Male,Sales,Sales Manager,1.6,41900.46,30.0,3.0,No,8.5,9.0,1.0,10.0,5,6.0,2.0,2.0,5.0,No,6.0,Low,Low,Low,02/02/2026
EMP3497,27.0,Female,Operations,Operations Manager,2.5,32425.18,50.0,17.0,Y,7.2,6.0,1.0,7.0,6,6.0,10.0,3.0,5.0,Y,7.0,Low,Low,Low,2024/06/21
EMP4432,31.0,Female,Customer Support,Customer Success Manager,4.3,38096.82,45.0,6.0,No,8.4,10.0,1.0,10.0,6,7.0,15.0,6.0,5.0,No,7.0,Low,Low,Low,"June 08, 2024"
EMP5302,27.0,Male,Finance,Support Team Lead,7.0,49441.79,42.0,5.0,No,8.5,9.0,1.0,10.0,9,8.0,15.0,0.0,5.0,N,5.0,Low,Low,Low,12/11/2015
EMP3966,35.0,F,Operations,Operations Executive,3.1,28008.07,45.0,5.0,No,7.1,9.0,1.0,9.0,10,9.0,63.0,3.0,5.0,Y,9.0,Low,-,Low,09-15-2024
EMP6788,40.0,Male,Marketing,Seo Specialist,0.7,30001.24,54.0,5.0,No,-13.10793739478938,6.0,1.0,7.0,5,6.0,1.0,9.0,4.0,No,7.0,Low,Low,Low,04/03/2017
EMP6978,33.0,Female,R&D,R&D Engineer,6.9,36426.45,45.0,17.0,N,6.1,9.0,1.0,7.0,8,7.0,24.0,4.0,5.0,Yes,4.0,Low,Low,Low,2023/02/04
EMP3395,40.0,F,Sales,Account Manager,2.2,45640.79,48.0,13.0,Y,6.5,9.0,1.0,9.0,6,8.0,22.0,3.0,5.0,Yes,9.0,Low,Low,Low,2022-08-29
EMP4674,21.0,Male,Sales,Business Development Executive,2.4,30947.66,34.0,0.0,No,6.7,10.0,1.0,10.0,10,9.0,36.0,4.0,5.0,N,7.0,Low,Low,Low,2017/09/12
EMP6876,36.0,Male,It,Devops Engineer,4.9,30078.02,45.0,9.0,No,7.5,8.0,1.0,10.0,8,7.0,55.0,3.0,5.0,Yes,6.0,Low, ,Low,"January 01, 2019"
EMP3088,34.0,Male,Marketing,Support Team Lead,3.0,28043.93,39.0,0.0,No,7.9,10.0,1.0,10.0,9,8.0,61.0,6.0,4.0,Yes,6.0,Low,Low,Low,2023-09-28
EMP2037,42.0,Male,Finance,Financial Analsyt,2.6,35798.84,45.0,19.0,Yes,9.0,9.0,1.0,7.0,7,5.0,22.0,5.0,5.0,N,8.0,Low,Low,Low,12-17-2017
EMP2620,29.0,Male,R&D,Research Analyst,2.5,25937.65,49.0,11.0,No,8.5,10.0,1.0,9.0,6,8.0,4.0,2.0,5.0,No,7.0,Low,Low,Low,07/04/2018
EMP2947,33.0,Male,Administration,Office Manager,3.8,45916.12,36.0,7.0,N,8.8,8.0,2.0,8.0,6,7.0,10.0,4.0,5.0,N,6.0,Unknown,Low,Low,-
EMP5571,34.0,Female,Hr,It Support,1.1,27453.45,45.0,15.0,No,7.2,7.0,1.0,10.0,8,7.0,15.0,3.0,5.0,Y,8.0,Low,Low,Low,2018/06/08
EMP1695,24.0,-,Admin,Support Team Lead,1.1,29405.23,45.0,15.0,No,8.6,9.0,1.0,9.0,6,5.0,10.0,3.0,5.0,No,9.0,Low,Low,Low,11-04-2025
EMP2907,28.0,Male,Finance,Finance Manager,4.2,49032.79,51.0,14.0,Yes,8.0,8.0,4.0,8.0,6,6.0,11.0,5.0,5.0,No,7.0,Low, ,Low,-
EMP2082,28.0,Male,It,Software Engineer,5.5,23007.03,60.0,17.0,No,7.2,9.0,1.0,7.0,8,7.0,-14.0,5.0,5.0,No,8.0,Low,Low,Low,2016/04/30
EMP4893,28.0,Male,Cust. Support,Support Executive,2.1,35387.13,30.0,0.0,No,8.1,8.0,1.0,8.0,8,7.0,5.0,3.0,5.0,N,7.0,Low,Low,Low,-
EMP4900,40.0,Female,Admin,Admin Executive,2.7,28146.53,37.0,0.0,N,7.4,9.0,1.0,10.0,3,7.0,10.0,6.0,5.0,No,7.0,Low,Low,Low,13/04/2020
EMP2832,43.0,Female,Finance,Auditor,7.7,36505.73,45.0,0.0,No,8.4,10.0,1.0,10.0,8,8.0,11.0,3.0,5.0,No,6.0,Low,Low,Low,02/11/2020
EMP2585,32.0,Male,Admin,Support Team Lead,1.1,28000.56,46.0,6.0,Yes,7.2,9.0,1.0,10.0,8,7.0,7.0,3.0,5.0,Yes,6.0,Low,Low,Low,2016/10/09
EMP1999,33.0,Male,Sales,Sales Manager,2.5,32425.18,37.0,0.0,No,7.0,10.0,1.0,10.0,5,4.0,21.0,-6.0,4.0,No,8.0,Low,Low,Low,"May 13, 2021"
EMP6986,34.0,Male,It,System Admin,0.7,27267.3,47.0,12.0,No,6.4,6.0,1.0,10.0,5,6.0,12.0,1.0,5.0,Y,7.0,Low,Low,Low,"March 15, 2018"
EMP2038,36.0,Male,Customer Support,Support Team Lead,2.7,49562.83,42.0,0.0,No,8.2,10.0,1.0,10.0,7,9.0,96.0,3.0,5.0,Yes,6.0,Low,Low,Low,2019-03-29
EMP1932,35.0,Female,Customer Support,Customer Success Manager,6.5,40451.91,51.0,19.0,No,6.3,7.0,1.0,10.0,6,6.0,18.0,0.0,5.0,Yes,6.0,Low,Low,Low,06/02/2022
EMP5735,29.0,Male,Admin,Admin Executive,2.1,32425.18,39.0,0.0,Yes,7.7,10.0,1.0,10.0,7,6.0,0.0,1.0,5.0,No,6.0,Low,Low,Low,2021/01/07
EMP1660,30.0,Male,-,Logistics Coordinator,0.0,27922.63,41.0,0.0,-,6.2,10.0,1.0,9.0,6,7.0,6.0,2.0,5.0,Y,7.0,Low,Low,Low,12-Jul-2016
EMP3532,28.0,Male,It,Software Engineer,0.7,25841.58,45.0,5.0,No,7.0,10.0,1.0,9.0,3,6.0,0.0,2.0,5.0,No,7.0,Low,Low,Low,-
